"CanonicalName","CN","Created","createTimeStamp","Deleted","Description","DisplayName","DistinguishedName","dSCorePropagationData","extensionAttribute10","extensionAttribute11","extensionAttribute12","extensionAttribute13","extensionAttribute14","extensionAttribute15","GroupCategory","GroupScope","groupType","HomePage","instanceType","isDeleted","LastKnownParent","legacyExchangeDN","mail","mailNickname","ManagedBy","member","MemberOf","Members","Modified","modifyTimeStamp","msExchArbitrationMailbox","msExchPoliciesIncluded","msExchRecipientDisplayType","msExchVersion","Name","nTSecurityDescriptor","ObjectCategory","ObjectClass","ObjectGUID","objectSid","ProtectedFromAccidentalDeletion","proxyAddresses","reportToOriginator","SamAccountName","sAMAccountType","sDRightsEffective","showInAddressBook","SID","SIDHistory","uSNChanged","uSNCreated","whenChanged","whenCreated","PropertyNames","AddedProperties","RemovedProperties","ModifiedProperties","PropertyCount","GroupNames"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452L00/K452L00","K452L00","2012/9/10 下午 07:21:22","2012/9/10 下午 07:21:22",,,"K452L00苗栗縣分局會計室(停用)","CN=K452L00,OU=K452L00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452L00苗栗縣分局會計室(停用)","K452L00苗栗縣分局會計室(停用)","K452L00苗栗縣分局會計室(停用)","K452L00苗栗縣分局會計室(停用)","K452L00苗栗縣分局會計室(停用)","K452L00苗栗縣分局會計室(停用)","Security","Universal","-2147483640",,"4",,,,,,,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12",,,,,"K452L00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","bb0bdfc5-aa1a-416a-a052-050680b6866e","S-1-5-21-679905514-346105766-3537659097-10773","False",,,"K452L00","268435456","15",,"S-1-5-21-679905514-346105766-3537659097-10773","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","25139","25139","2020/1/18 上午 11:31:12","2012/9/10 下午 07:21:22","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","43","K45"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452E00/K452E00","K452E00","2012/9/10 下午 07:19:24","2012/9/10 下午 07:19:24",,,"K452E00苗栗縣分局第一課(停用)","CN=K452E00,OU=K452E00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452E00苗栗縣分局第一課(停用)","K452E00苗栗縣分局第一課(停用)","K452E00苗栗縣分局第一課(停用)","K452E00苗栗縣分局第一課(停用)","K452E00苗栗縣分局第一課(停用)","K452E00苗栗縣分局第一課(停用)","Security","Universal","-2147483640",,"4",,,,,,,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12",,,,,"K452E00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","2d7790d7-d578-4fee-af62-baf3d4126d7f","S-1-5-21-679905514-346105766-3537659097-10761","False",,,"K452E00","268435456","15",,"S-1-5-21-679905514-346105766-3537659097-10761","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","25092","25092","2020/1/18 上午 11:31:12","2012/9/10 下午 07:19:24","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","43","K45"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452A00/K452A00","K452A00","2012/9/10 下午 07:19:19","2012/9/10 下午 07:19:19",,,"K452A00苗栗縣分局分局長室(停用)","CN=K452A00,OU=K452A00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452A00苗栗縣分局分局長室(停用)","K452A00苗栗縣分局分局長室(停用)","K452A00苗栗縣分局分局長室(停用)","K452A00苗栗縣分局分局長室(停用)","K452A00苗栗縣分局分局長室(停用)","K452A00苗栗縣分局分局長室(停用)","Security","Universal","-2147483640",,"4",,,,,,,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12",,,,,"K452A00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","8023d2d7-6464-45a9-a308-ae647ed4af97","S-1-5-21-679905514-346105766-3537659097-10752","False",,,"K452A00","268435456","15",,"S-1-5-21-679905514-346105766-3537659097-10752","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","24923","24923","2020/1/18 上午 11:31:12","2012/9/10 下午 07:19:19","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","43","K45"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452M00/K452M00","K452M00","2012/9/10 下午 07:21:24","2012/9/10 下午 07:21:24",,,"K452M00苗栗縣分局人事室(停用)","CN=K452M00,OU=K452M00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452M00苗栗縣分局人事室(停用)","K452M00苗栗縣分局人事室(停用)","K452M00苗栗縣分局人事室(停用)","K452M00苗栗縣分局人事室(停用)","K452M00苗栗縣分局人事室(停用)","K452M00苗栗縣分局人事室(停用)","Security","Universal","-2147483640",,"4",,,,,,,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12",,,,,"K452M00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","d8b29bdb-2b3d-4e26-9f01-956ce0a4f50d","S-1-5-21-679905514-346105766-3537659097-10775","False",,,"K452M00","268435456","15",,"S-1-5-21-679905514-346105766-3537659097-10775","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","25096","25096","2020/1/18 上午 11:31:12","2012/9/10 下午 07:21:24","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","43","K45"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452H00/K452H00","K452H00","2012/9/10 下午 07:20:16","2012/9/10 下午 07:20:16",,,"K452H00苗栗縣分局第三課(停用)","CN=K452H00,OU=K452H00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452H00苗栗縣分局第三課(停用)","K452H00苗栗縣分局第三課(停用)","K452H00苗栗縣分局第三課(停用)","K452H00苗栗縣分局第三課(停用)","K452H00苗栗縣分局第三課(停用)","K452H00苗栗縣分局第三課(停用)","Security","Universal","-2147483640",,"4",,,,,,,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12",,,,,"K452H00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","d96710e1-4d85-4211-a506-abec064fb8a6","S-1-5-21-679905514-346105766-3537659097-10767","False",,,"K452H00","268435456","15",,"S-1-5-21-679905514-346105766-3537659097-10767","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","24972","24972","2020/1/18 上午 11:31:12","2012/9/10 下午 07:20:16","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","43","K45"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452N00/K452N00","K452N00","2012/9/10 下午 07:21:26","2012/9/10 下午 07:21:26",,,"K452N00苗栗縣分局政風室(停用)","CN=K452N00,OU=K452N00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452N00苗栗縣分局政風室(停用)","K452N00苗栗縣分局政風室(停用)","K452N00苗栗縣分局政風室(停用)","K452N00苗栗縣分局政風室(停用)","K452N00苗栗縣分局政風室(停用)","K452N00苗栗縣分局政風室(停用)","Security","Universal","-2147483640",,"4",,,,,,,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12",,,,,"K452N00","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","f138c3f5-b65c-4a1b-99fa-2cb8defe2df3","S-1-5-21-679905514-346105766-3537659097-10777","False",,,"K452N00","268435456","15",,"S-1-5-21-679905514-346105766-3537659097-10777","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","25035","25035","2020/1/18 上午 11:31:12","2012/9/10 下午 07:21:26","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","43","K45"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452A01/K452A01","K452A01","2012/9/10 下午 07:19:19","2012/9/10 下午 07:19:19",,,"K452A01苗栗分局分局長室","CN=K452A01,OU=K452A01,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452A01苗栗分局分局長室","K452A01苗栗分局分局長室","K452A01苗栗分局分局長室","K452A01苗栗分局分局長室","K452A01苗栗分局分局長室","K452A01苗栗分局分局長室","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=K452A01","K452A01@ntbca.gov.tw","K452A01",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/7/16 上午 09:20:27","2024/7/16 上午 09:20:27","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","K452A01","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","6b9e7ff7-9e18-4c78-8e1a-9984a2f61680","S-1-5-21-679905514-346105766-3537659097-10753","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","K452A01","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10753","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","448496248","33749","2024/7/16 上午 09:20:27","2012/9/10 下午 07:19:19","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","K45"
"intbca.gov.tw/MOF/B01ROOT/K45/K454500/K452M03/K452M03","K452M03","2012/9/10 下午 07:21:25","2012/9/10 下午 07:21:25",,,"K452M03苗栗分局人事室","CN=K452M03,OU=K452M03,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","K452M03苗栗分局人事室","K452M03苗栗分局人事室","K452M03苗栗分局人事室","K452M03苗栗分局人事室","K452M03苗栗分局人事室","K452M03苗栗分局人事室","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=K452M03","K452M03@ntbca.gov.tw","K452M03",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2022/11/9 上午 11:52:24","2022/11/9 上午 11:52:24","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","K452M03","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","fc5139fd-f5af-4ce8-94a6-c92c78f4cfa5","S-1-5-21-679905514-346105766-3537659097-10776","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","K452M03","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10776","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","169731510","27951","2022/11/9 上午 11:52:24","2012/9/10 下午 07:21:25","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","K45"
"intbca.gov.tw/MOF/B01ROOT/B01/B011K00/B011K02/B011K02","B011K02","2012/9/10 下午 07:00:07","2012/9/10 下午 07:00:07",,,"B011K02秘書室出納股","CN=B011K02,OU=B011K02,OU=B011K00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011K02秘書室出納股","B011K02秘書室出納股","B011K02秘書室出納股","B011K02秘書室出納股","B011K02秘書室出納股","B011K02秘書室出納股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011K02","B011K02@ntbca.gov.tw","B011K02",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/1/30 上午 10:48:36","2024/1/30 上午 10:48:36","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011K02","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","54303421-0e98-4957-9053-92501f2b4b2e","S-1-5-21-679905514-346105766-3537659097-10520","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011K02","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10520","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","358198053","27912","2024/1/30 上午 10:48:36","2012/9/10 下午 07:00:07","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B011K00"
"intbca.gov.tw/MOF/B01ROOT/B01/B011K00/B011K04/B011K04","B011K04","2012/9/10 下午 07:00:25","2012/9/10 下午 07:00:25",,,"B011K04秘書室檔案股","CN=B011K04,OU=B011K04,OU=B011K00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011K04秘書室檔案股","B011K04秘書室檔案股","B011K04秘書室檔案股","B011K04秘書室檔案股","B011K04秘書室檔案股","B011K04秘書室檔案股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011K04","B011K04@ntbca.gov.tw","B011K04",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2024/7/11 上午 09:52:19","2024/7/11 上午 09:52:19","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011K04","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","2850a7fd-6e56-4cd2-92e8-1941fa1f04f8","S-1-5-21-679905514-346105766-3537659097-10522","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011K04","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10522","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","445991667","25536","2024/7/11 上午 09:52:19","2012/9/10 下午 07:00:25","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B011K00"
"intbca.gov.tw/MOF/B01ROOT/B01/B011W00/B011W03/B011W03","B011W03","2012/9/10 下午 07:04:38","2012/9/10 下午 07:04:38",,,"B011W03法務二科行政救濟二股","CN=B011W03,OU=B011W03,OU=B011W00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B011W03法務二科行政救濟二股","B011W03法務二科行政救濟二股","B011W03法務二科行政救濟二股","B011W03法務二科行政救濟二股","B011W03法務二科行政救濟二股","B011W03法務二科行政救濟二股","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B011W03","B011W03@ntbca.gov.tw","B011W03",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2023/1/13 下午 08:04:30","2023/1/13 下午 08:04:30","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B011W03","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","801243b5-93ca-49f5-b22c-0ce448d849eb","S-1-5-21-679905514-346105766-3537659097-10574","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B011W03","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10574","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","192817088","29662","2023/1/13 下午 08:04:30","2012/9/10 下午 07:04:38","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","53","B011W00"
"intbca.gov.tw/MOF/B01ROOT/B53/B535300/B535301/B535301","B535301","2012/9/10 下午 07:17:49","2012/9/10 下午 07:17:49",,,"B535301東勢稽徵所主任室","CN=B535301,OU=B535301,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B535301東勢稽徵所主任室","B535301東勢稽徵所主任室","B535301東勢稽徵所主任室","B535301東勢稽徵所主任室","B535301東勢稽徵所主任室","B535301東勢稽徵所主任室","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B535301","B535301@ntbca.gov.tw","B535301",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2023/3/2 下午 05:08:25","2023/3/2 下午 05:08:25","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B535301","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","1338fe06-532f-4cdf-b1dc-e26b33fb6f00","S-1-5-21-679905514-346105766-3537659097-10728","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B535301","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10728","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","206924402","39174","2023/3/2 下午 05:08:25","2012/9/10 下午 07:17:49","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B53"
"intbca.gov.tw/MOF/B01ROOT/B53/B535300/B535310/B535310","B535310","2012/9/10 下午 07:18:23","2012/9/10 下午 07:18:23",,,"B535310東勢稽徵所第四股(停用)","CN=B535310,OU=B535310,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B535310東勢稽徵所第四股(停用)","B535310東勢稽徵所第四股(停用)","B535310東勢稽徵所第四股(停用)","B535310東勢稽徵所第四股(停用)","B535310東勢稽徵所第四股(停用)","B535310東勢稽徵所第四股(停用)","Security","Universal","-2147483640",,"4",,,,,,,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12",,,,,"B535310","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","7019de33-7ccc-49fc-b88d-5841541fce86","S-1-5-21-679905514-346105766-3537659097-10737","False",,,"B535310","268435456","15",,"S-1-5-21-679905514-346105766-3537659097-10737","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","25090","25090","2020/1/18 上午 11:31:12","2012/9/10 下午 07:18:23","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","43","B53"
"intbca.gov.tw/MOF/B01ROOT/B53/B535300/B535300","B535300","2012/9/10 下午 07:17:48","2012/9/10 下午 07:17:48",,,"B535300東勢稽徵所","CN=B535300,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","B535300東勢稽徵所","B535300東勢稽徵所","B535300東勢稽徵所","B535300東勢稽徵所","B535300東勢稽徵所","B535300東勢稽徵所","Security","Universal","-2147483640",,"4",,,"/o=INTBCA/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Recipients/cn=B535300","B535300@ntbca.gov.tw","B535300",,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","2021/7/23 上午 09:40:33","2021/7/23 上午 09:40:33","CN=SystemMailbox{1f05a927-df5e-4980-a7f1-345a79b15ad1},CN=Users,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","1073741833","44220983382016","B535300","System.DirectoryServices.ActiveDirectorySecurity","CN=Group,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","group","be8f30a2-6276-43ed-abd7-cc4d21e38067","S-1-5-21-679905514-346105766-3537659097-10727","False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","True","B535300","268435456","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-679905514-346105766-3537659097-10727","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","52146725","23743","2021/7/23 上午 09:40:33","2012/9/10 下午 07:17:48","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","System.Collections.Generic.HashSet`1[System.String]","54","B53"
