"CanonicalName","City","CN","Country","Created","createTimeStamp","Deleted","Description","DisplayName","DistinguishedName","dSCorePropagationData","gPLink","instanceType","isDeleted","LastKnownParent","LinkedGroupPolicyObjects","ManagedBy","Modified","modifyTimeStamp","Name","nTSecurityDescriptor","ObjectCategory","ObjectClass","ObjectGUID","ou","PostalCode","ProtectedFromAccidentalDeletion","protocom-SSO-Entries","protocom-SSO-Entries-Checksum","protocom-SSO-Security-Prefs","protocom-SSO-Security-Prefs-Checksum","sDRightsEffective","State","StreetAddress","uSNChanged","uSNCreated","whenChanged","whenCreated"
"intbca.gov.tw/MOF/B01ROOT/N56/N565600/N565602",,,,"2013/3/8 上午 10:07:10","2013/3/8 上午 10:07:10",,,"N565602員林稽徵所審核員","OU=N565602,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","N565602","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","a1ecb35f-ef75-4d98-90dc-d98073bc2026","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"18060","18060","2020/1/18 上午 11:31:06","2013/3/8 上午 10:07:10"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502A01",,,,"2013/3/8 上午 10:08:30","2013/3/8 上午 10:08:30",,,"B502A01豐原分局分局長室","OU=B502A01,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B502A01","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","4b2c7902-2669-4d5d-bbc8-f26e4179fa71","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16702","16702","2020/1/18 上午 11:31:05","2013/3/8 上午 10:08:30"
"intbca.gov.tw/MOF/B01ROOT/N56/N565600/N565601",,,,"2013/3/8 上午 10:06:52","2013/3/8 上午 10:06:52",,,"N565601員林稽徵所主任室","OU=N565601,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","N565601","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","5e4f5204-a716-4099-a37e-7c4405335117","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"17814","17814","2020/1/18 上午 11:31:06","2013/3/8 上午 10:06:52"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502E10",,,,"2013/3/8 上午 10:21:45","2013/3/8 上午 10:21:45",,,"B502E10豐原分局營所遺贈稅課","OU=B502E10,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B502E10","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","36d30129-9e50-412a-9063-b8e067a1d8e7","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16742","16742","2020/1/18 上午 11:31:05","2013/3/8 上午 10:21:45"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502F11",,,,"2013/3/8 上午 10:17:23","2013/3/8 上午 10:17:23",,,"B502F11豐原分局綜所稅課","OU=B502F11,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B502F11","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","3e5adb8e-e9b7-487e-be19-9f5e1508cfce","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16736","16736","2020/1/18 上午 11:31:05","2013/3/8 上午 10:17:23"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502H12",,,,"2013/3/8 上午 10:13:26","2013/3/8 上午 10:13:26",,,"B502H12豐原分局銷售稅課","OU=B502H12,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B502H12","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","a31b31c7-6b69-47b0-af95-1f8c565cff75","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"17796","17796","2020/1/18 上午 11:31:06","2013/3/8 上午 10:13:26"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502J13",,,,"2013/3/8 上午 10:07:21","2013/3/8 上午 10:07:21",,,"B502J13豐原分局服務管理課","OU=B502J13,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B502J13","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","5dc2d30e-297f-4b67-bac2-616dc79d523c","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"17990","17990","2020/1/18 上午 11:31:06","2013/3/8 上午 10:07:21"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502K02",,,,"2013/3/8 上午 10:25:20","2013/3/8 上午 10:25:20",,,"B502K02豐原分局秘書室","OU=B502K02,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B502K02","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","79b10406-a69b-48df-9d27-61fb60930245","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16741","16741","2020/1/18 上午 11:31:05","2013/3/8 上午 10:25:20"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502L05",,,,"2013/3/8 上午 10:23:06","2013/3/8 上午 10:23:06",,,"B502L05豐原分局主計室","OU=B502L05,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B502L05","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","bab815f1-8cb8-4160-9924-04e50c8d4cfd","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"18000","18000","2020/1/18 上午 11:31:06","2013/3/8 上午 10:23:06"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502M03",,,,"2013/3/8 上午 10:19:53","2013/3/8 上午 10:19:53",,,"B502M03豐原分局人事室","OU=B502M03,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B502M03","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","0e729544-0b5d-4f91-b034-fe8400ec9195","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16771","16771","2020/1/18 上午 11:31:05","2013/3/8 上午 10:19:53"
"intbca.gov.tw/MOF/B01ROOT/B50/B505000/B502N04",,,,"2013/3/8 上午 10:16:38","2013/3/8 上午 10:16:38",,,"B502N04豐原分局政風室","OU=B502N04,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12","B502N04","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","1569f00e-bb85-433f-9cd2-bc9b83725742","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"25010","25010","2020/1/18 上午 11:31:12","2013/3/8 上午 10:16:38"
"intbca.gov.tw/MOF/B01ROOT/B51/B515100/B515101",,,,"2013/3/8 上午 10:14:41","2013/3/8 上午 10:14:41",,,"B515101沙鹿稽徵所主任室","OU=B515101,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B515101","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","91cd5b88-fa05-4997-b9a5-5558457695ae","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"17810","17810","2020/1/18 上午 11:31:06","2013/3/8 上午 10:14:41"
"intbca.gov.tw/MOF/B01ROOT/B51/B515100/B515102",,,,"2013/3/8 上午 10:14:42","2013/3/8 上午 10:14:42",,,"B515102沙鹿稽徵所審核員","OU=B515102,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B515102","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","60204c33-fb11-4dbf-87c3-b2c8eb1a6f47","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"18001","18001","2020/1/18 上午 11:31:06","2013/3/8 上午 10:14:42"
"intbca.gov.tw/MOF/B01ROOT/B51/B515100/B515107",,,,"2013/3/8 上午 10:15:02","2013/3/8 上午 10:15:02",,,"B515107沙鹿稽徵所營所遺贈稅股","OU=B515107,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B515107","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","8eec9f76-2379-46f7-b15c-e1dc084dc89b","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16687","16687","2020/1/18 上午 11:31:05","2013/3/8 上午 10:15:02"
"intbca.gov.tw/MOF/B01ROOT/M61/M616100/M616108",,,,"2013/3/8 上午 10:23:34","2013/3/8 上午 10:23:34",,,"M616108竹山稽徵所服務管理股","OU=M616108,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","M616108","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","7a37b932-9e19-4f30-ab91-5afbce4421a9","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"18047","18047","2020/1/18 上午 11:31:06","2013/3/8 上午 10:23:34"
"intbca.gov.tw/MOF/B01ROOT/B51/B515100/B515108",,,,"2013/3/8 上午 10:15:13","2013/3/8 上午 10:15:13",,,"B515108沙鹿稽徵所綜所稅股","OU=B515108,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B515108","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","deae0231-29a9-4512-a9fa-f87e4c50ab92","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"17844","17844","2020/1/18 上午 11:31:06","2013/3/8 上午 10:15:13"
"intbca.gov.tw/MOF/B01ROOT/B51/B515100/B515109",,,,"2013/3/8 上午 10:15:20","2013/3/8 上午 10:15:20",,,"B515109沙鹿稽徵所銷售稅股","OU=B515109,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B515109","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","65f90ddb-14da-4449-b79b-ffbf93318fe1","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"18003","18003","2020/1/18 上午 11:31:06","2013/3/8 上午 10:15:20"
"intbca.gov.tw/MOF/B01ROOT/M61/M616100/M616109",,,,"2013/3/8 上午 10:24:53","2013/3/8 上午 10:24:53",,,"M616109竹山稽徵所銷售稅股","OU=M616109,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","M616109","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","143d80f8-593d-4fcc-a47a-f50c0b496c58","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"17830","17830","2020/1/18 上午 11:31:06","2013/3/8 上午 10:24:53"
"intbca.gov.tw/MOF/B01ROOT/B51/B515100/B515110",,,,"2013/3/8 上午 10:15:49","2013/3/8 上午 10:15:49",,,"B515110沙鹿稽徵所服務管理股","OU=B515110,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","B515110","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","a5dc5d4d-845c-4b76-b475-07dbfad395be","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"18002","18002","2020/1/18 上午 11:31:06","2013/3/8 上午 10:15:49"
"intbca.gov.tw/MOF/B01ROOT/M61/M616100/M616107",,,,"2013/3/8 上午 10:23:30","2013/3/8 上午 10:23:30",,,"M616107竹山稽徵所營所遺贈稅股","OU=M616107,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","M616107","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","f668aca3-36a9-456b-9dba-468ab66887bb","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16728","16728","2020/1/18 上午 11:31:05","2013/3/8 上午 10:23:30"
"intbca.gov.tw/MOF/B01ROOT/B52/B525200/B525201",,,,"2013/3/8 上午 10:05:48","2013/3/8 上午 10:05:48",,,"B525201大屯稽徵所主任室","OU=B525201,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B525201","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","b2ff9ced-399e-4f34-8618-e5c410add13b","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16699","16699","2020/1/18 上午 11:31:05","2013/3/8 上午 10:05:48"
"intbca.gov.tw/MOF/B01ROOT/M61/M616100/M616102",,,,"2013/3/8 上午 10:23:11","2013/3/8 上午 10:23:11",,,"M616102竹山稽徵所審核員","OU=M616102,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:12","2020/1/18 上午 11:31:12","M616102","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","8a637ef9-7f5e-4b77-a2ad-16b4e9ad4ef7","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"25111","25111","2020/1/18 上午 11:31:12","2013/3/8 上午 10:23:11"
"intbca.gov.tw/MOF/B01ROOT/B52/B525200/B525202",,,,"2013/3/8 上午 10:05:49","2013/3/8 上午 10:05:49",,,"B525202大屯稽徵所審核員","OU=B525202,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:05","2020/1/18 上午 11:31:05","B525202","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","6e59fdf9-e90f-453b-a1d9-54fe07b22d22","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"16698","16698","2020/1/18 上午 11:31:05","2013/3/8 上午 10:05:49"
"intbca.gov.tw/MOF/B01ROOT/M61/M616100/M616101",,,,"2013/3/8 上午 10:23:11","2013/3/8 上午 10:23:11",,,"M616101竹山稽徵所主任室","OU=M616101,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"4",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"2020/1/18 上午 11:31:06","2020/1/18 上午 11:31:06","M616101","System.DirectoryServices.ActiveDirectorySecurity","CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=intbca,DC=gov,DC=tw","organizationalUnit","87ede7b8-07b9-4ece-b3d9-a633054c7a57","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection",,"False","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","15",,,"17996","17996","2020/1/18 上午 11:31:06","2013/3/8 上午 10:23:11"
