"displayname","ou","dn","objectguid","syncattrs_hash","dn_hash","objectclass","objectcategory","placeholder","whencreated","whenchanged"
B011T00法務組,B011T00,"OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","9839f26bff74664b8aa16d808acd9610","815362b722841ad0a52cd58807ae2f5398bf072fa29a2e44fa517529ce95208c",f106699840c18591a6cf147fe3ee6c8db691391f733d816286d6751cfc15c32a,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:11:06,2023-01-13 18:56:17
B011T05法務組法規股,B011T05,"OU=B011T05,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","8725ff97a1984040858689fc547e96a6",d721897e893ee59135e644cc197932bcbec4b7c64901c055c6a35ac25b654309,"613b59cb11e091f0a35c6393d88bcc73648e578cb2c75527ea4263dc156650ab",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:11:10,2023-01-13 18:56:17
B011T07法務組行政救濟一股,B011T07,"OU=B011T07,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","4d1e777456441d45b01c205cbb6d1507","86e0e2ca3d70e964072fcd69eada3ff337238e6294ee572b56bf814f1209cc9a","57289cde045ad3bb633e55f89e17c6ef7ef1958fff74caf647d4b1e9b9f8642f",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:11:22,2023-01-13 18:56:18
B011T06法務一科審核員組(停用),B011T06,"OU=B011T06,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","5345708fcd8493479fa5615d2ea7780c","35399036112ae19ae3ca79a7652dc200083465ea8548bcee2ef26e2191f664b0","8ffb977c9b86961f96ec871ed6d9ba592ed751a8a309c473f68e0a86341d28ab",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:11:14,2023-01-15 13:40:20
B484800民權稽徵所,B484800,"OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","7c75a45c2fe6fb4bbbdfdd337056ce7c","25ba0b50383a36a43dfec91458e5b34d5d6bd97893491c0d30b22ca6abdddb94","0e35f1c62ca1ac5e25e23d475bcb8e2964020371e25c8d2d7eef2d6d287dd0b5",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:12:28,2020-01-09 20:09:16
B49財政部中區國稅局臺中分局,B49,"OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","302bf90b60b32e4d861f76d9c8b0332a",b489f9f84a2dfb84854b08e68330efe32ee136634271625be1e7e7464919e698,"647cbc63b0b7a4f8aa725608a92a85ccc4d23ad0ca415c4278749978fbd23a0e",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:13:41,2020-01-09 20:09:16
B494900臺中分局,B494900,"OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",e8922f65d76bcc499c8e4a21be807900,"21b458e9f0c05ac003c67d0b79de18dc43a22cab4c8034e71cdb1a476eb229f8",d3061935b6be09385d22c83d770aac77799043a7f3e0d01d70a6bd6152cf2510,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:00,2020-01-09 20:09:16
B492F11臺中分局綜所稅課,B492F11,"OU=B492F11,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",af5c4db0f88a2743a4567d99a9c31cff,f3b0b39b34d00b0907b856ce62fbec69645bf0717ce51c49e4e81a432c21d008,e309185f854278bb713938063878c4de8632a40ffeb635e40c8ddd7d93676d66,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-08-28 15:08:04,2020-01-09 20:09:16
B492H12臺中分局銷售稅課,B492H12,"OU=B492H12,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","8a3a073b12140049849bd6e1344ade41","4d917d02f646fff73de54a8b7ab8381a84faa59446f5a84b6b012aa828f3a503","528ac6e090fd83a22244461c11b57dd6edff14cdc58c514645adaf3ebd37f540",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-08-28 15:08:26,2020-01-09 20:09:16
B494901黎明稽徵所主任室(停用),B494901,"OU=B494901,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",a558e55ba817944fbd20e47af158aa7f,e7f64d1f928276c7088c355ee164fdcfd4b43a6668b97ef43aff9c5f91c07d75,"9a011526af804a12f2ae152cbc4ec3b8cd628c8af94b4360c32004e0043c15c4",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:00,2020-01-09 20:09:16
B494902黎明稽徵所審核員(停用),B494902,"OU=B494902,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","131b1320518c774aa3e909a3bc1789c4","21a57bf7cf7f54c8c014f91b7a33adab77004fcf7b76baa8d34352ef7c3badc4","37b213ff161ddfb69ff36122dba487ea83cfa468ac8d856b1dc28f434d75b9a3",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:00,2020-01-09 20:09:16
B494903黎明稽徵所服務股(停用),B494903,"OU=B494903,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",e04fb54c7ca0b14b8a283d14647c08cf,"11a585f5bf548c3da729cdf247329a75b7428275923f194c97ba57c701a3bf89",b82950d7303053a5f940558aa14245e6530432ae441c72b4f66c3a89d15da344,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:00,2020-01-09 20:09:16
B494904黎明稽徵所審查股(停用),B494904,"OU=B494904,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",c48592750da210458170a840b373f99d,b784e3d89bb54b0b0dcb04986b794ce7a9858c8eab48031c03a2bb08b506697a,"3ef54d2718e8ec2616d5506f6948e7032c2f62c0839496f1d59adce15ad924b3",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:00,2020-01-09 20:09:16
B494905黎明稽徵所徵收股(停用),B494905,"OU=B494905,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",afc889efec29f0478c6fc54ffbbba730,e0b0e16efe01a6d3b1c91232e913181645534f360cc11c89dba2c5e47433a4c3,"18f1b92048dd4b209109421f7c0a49782ff22d02232afffa35da128ce25a52ee",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:00,2020-01-09 20:09:16
B494906黎明稽徵所資料股(停用),B494906,"OU=B494906,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","92d45135a49ab047b372b5ef9731c483",f0301d5fdb33a57a59d9f14c21292a50549079620060c9ccd99c2ae2e547ae40,"26a59ac9ba7c34b9c1055daf84576f4963f0f54f4634b16fcd9a168695d1b071",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:01,2020-01-09 20:09:16
B494907黎明稽徵所第一股(停用),B494907,"OU=B494907,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","15e459bc70782345a5f688ee32a518f9",e3c5f4e88a65a68d539eeb8a99f6467c27095503f9aedb24d9e98732a1f8c079,f122dfaf22d6e4a75c06364eae4b49d50b06790100b74e1d10411badbd673a77,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:01,2020-01-09 20:09:16
B494908黎明稽徵所第二股(停用),B494908,"OU=B494908,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","697a2557ee69464d8e031bf1b485d8a4","697e32ca7d899331003d16863299698e49feff5e96cf2bf9f587ac1487b66119","440643e6f951faec474df5c6f0d95e851b2fd56e7d70f5c23628e0179a109407",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:01,2020-01-09 20:09:16
B494909黎明稽徵所第三股(停用),B494909,"OU=B494909,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","520baa04f3900a4a87e717679c4dcd45","103243efc425d70f0e0beb75c00a1c6bef91d870cfb0afc57f63f7a12e703e84",afabc8a8253de47ec9ed85aa0e4522a7fb92f99ceeacaf6a44fb6cda008d6a08,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:01,2020-01-09 20:09:16
B494910黎明稽徵所第四股(停用),B494910,"OU=B494910,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","094ea5dc76db834ea2fe90fe991bf22b",dc429ffb7ae6699d0deb1be3ab87bf54b08f8e8b495ab92de64fff0e514427e4,"80049a44fd81fa3804cb8151e78197411fbf6164108391d0825d29c87754db9b",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:01,2020-01-09 20:09:16
B50財政部中區國稅局豐原分局,B50,"OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",b1ad28138b9c1f45a3b51479a55aa262,"0fc19db5f243f3b93409ae43f63b9eaed780b577f18b1b9294144018b47e9da5","37fc0acec0d9149504b2b116d85d92bd78b44105624f96f927b3fdeaf35eba4d",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:15:01,2020-01-09 20:09:16
B505000豐原分局,B505000,"OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","0a6f6e0b1d801d4c97a72cf5d8c924fa","6ff8dd3889863125ccee9773ff0bb6d7ab31018b94dfd08cffd6f147132a0009","5ac718ff43c68dca4b8c00f2d5795f5a6c9f4d2912945adfbd0e0180a2643938",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:16:26,2020-01-09 20:09:16
B502F11豐原分局綜所稅課,B502F11,"OU=B502F11,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","747fb64d43a10041a00a5099497d26d4","48014cd475d5db9a86e07d2cb4511f06c2c6e28e923197470b379ca25d09b6a6",b41f1c4129a3e63b5ab5e51a75e34ae42ba99c344e7d389ccb479ec5c2ec9829,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-03-22 11:56:34,2020-01-09 20:09:16
B502J13豐原分局服務管理課,B502J13,"OU=B502J13,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",afdd7a78103d284497b573d8f50a423c,"61a9ba807089b0eec301d2526bd34b610431a4693ef68bb791d6562e60119ce2",be782f41d1788107fa52c92614821655072e265ba20196bd343ba776f2f813c0,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-03-22 11:57:29,2020-01-09 20:09:16
B51財政部中區國稅局沙鹿稽徵所,B51,"OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",bb8cb15162fd1b499d236d052324e6bc,d005bff97f55c156f5aac3b7a2e7fc6e6432896cd2e19c523bc8ed13732001d0,d7f6594a6db3fecc2b56b4c8bdef55c11a894863448bc0395caa76bbd672a763,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:16:26,2020-01-09 20:09:16
B515100沙鹿稽徵所,B515100,"OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","07559ece3a7ca144b39cf807dba6338f","41c1148379f7e130aefa5cf9a1ac0c8c7277816504211bca446e66c9f1787d16","0b22211754f3cf2ad18bbb66e62d7be27453245871d0d60f7b1da45366b588c3",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:16:26,2020-01-09 20:09:16
B52財政部中區國稅局大屯稽徵所,B52,"OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","9aa903a55392ad46a878840eee173eea",a3d6fe7f0d35c63211a933e3e7a0d11ccceeadb27ee92d21b3401a34e84b2cfd,"8be2d5b70d7a4510f8eae61cbcf263074547d116a5ffd366690e6b45b3be0569",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:17:25,2020-01-09 20:09:16
B525200大屯稽徵所,B525200,"OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",f435033598ca0f499b633385c109b840,b7147127ffeefc63ec265f1d7559b26584e3395e62e620649410563ac648d2cc,"7b098db2637024c14bf2577458c25b1edf0cf32268c4d43e51c6c43e763e56ac",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:17:26,2020-01-09 20:09:16
B53財政部中區國稅局東勢稽徵所,B53,"OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","8adf3735bfe01c4d846f0bbff0b82c60",ec5724303e51d279fcf26c6071ed0bbffc7c1b4c2f0af5026b23c59ace0b56b9,"8fdd887b392b0031d79c53fbeae2032cb237331925687487b65ed7ea39a719b9",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:18:26,2020-01-09 20:09:16
B535300東勢稽徵所,B535300,"OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","59c169029729e646bb24a7676b12f354",e16b4af6baab3fb6c33c68055a1ff71bb0e6eeb03c6f8713a9e773f941ef4858,"470451fa12a687cc5d61750ef0fbe6d4184100236cc925cfbc509b01ea63a65c",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:18:26,2020-01-09 20:09:16
B58財政部中區國稅局大智稽徵所,B58,"OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",c22f24072aad574ca06ce879e55a3df6,"85dd75a4f39a5189b5ef9ea275c8dd476c9756e06abead381db3192d8b256c45","1484a92a60e23aecddc83a6f670cc5a124483fc459e98fc0e4f43ce4c46de07d",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:18:41,2020-01-09 20:09:16
B585800大智稽徵所,B585800,"OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",bf33dc3b3b95514d81870ab1838fb9bd,"448ddba1e1c3dc8e0413d7ab166009a27a4c300f7e86af988b47c7fe37c85ddb","602a776b53d233c5d325a74c04977d6c16058e8fb0704a7468f3f0661612e0d2",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:18:41,2020-01-09 20:09:16
B585807大智稽徵所營所遺贈稅股,B585807,"OU=B585807,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",e7886d8e410a924a893a62fd0fc91b2c,"4279f50631588b21d3f939dac11fcb832113ca06ff5fbe9d6df0a3109699a267","9f3e7caa96c580f116155836ecbdfb8b48744d9f3f67d8bbc955b65cc6b42bf6",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2013-03-22 13:36:17,2020-01-09 20:09:16
K46財政部中區國稅局竹南稽徵所,K46,"OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","4f24356e623198469b1f4b4644e61ba0",e1b77dbc9aba86a71b857361d3656a4d37319a9f2facdd1b1487683de9c899fd,"3b09fe5419e59fd4be6de988e4096b5382c7a957abd96c6565e2ff552b2ea077",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:05,2020-01-09 20:09:16
K464600竹南稽徵所,K464600,"OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","2c9d13f818ea05409745ba7565369060","630acac4b93c4d9cfbb9b69f6d1e35888acc15e510718a1902afe29b15def3ca",ddc90230cc1e8bc665856ca04a7eb3109da50c9c687966709e19f31b49699b93,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:05,2020-01-09 20:09:16
K464609竹南稽徵所銷售稅股,K464609,"OU=K464609,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","62055078085919498703382c31126f69","23be8e482e3ba5466813305b6e4b92c0892e24820ab85df8fb25b35586683c01",aab187ffbc3ecade2ea2f19f7ff4e178a1653a35a8f699441688f5514e3000ea,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:17,2020-01-09 20:09:16
L50財政部臺灣省中區國稅局臺中縣分局,L50,"OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","72636d0a27c701489d90626e4a3ecfd1","330b86fd2830df95b64db92abf7d347cdd453af564be68fd3192000a3f3e0935",b2c936f7065abd28d0cb4a4fb9815c4530724b4bf20ebb45ee8d0ed91ec30ca2,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:35,2020-01-09 20:09:16
L505000臺中縣分局,L505000,"OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",afc3730f1b5ba14c96f66db3f9a530ce,"5270db85730c2d261cd76f808e0241154d110aedb9267a5b07fb751ea6f6494c",a8c4167fdb6e1d8e524253d9d3fba8242c607ad851fd67ea9565e7086e2d26fa,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:39,2020-01-09 20:09:16
L51財政部臺灣省中區國稅局沙鹿稽徵所,L51,"OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",be20eede2e46cd479aea567258fff537,"75237e8f990651758f2fab6e2320cbc750f349c594a4242c652187450c96e57e","705b3d339fc34ad956bcc99b4873d38f12ce6d693c9275f920b36e8ca66725b7",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:39,2020-01-09 20:09:16
L515100沙鹿稽徵所,L515100,"OU=L515100,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","1314326020a9984ca741edb1f342aca1","89a0de752046d6cd375b2e86d98337f63278b9461dd178935e8d3e0888ee36e0",f64572bd59a587e0193892e2af5d66a0d73b871eed400322ec9b194eb826f134,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:39,2020-01-09 20:09:16
L515101沙鹿稽徵所主任室,L515101,"OU=L515101,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","10eb5e2dfd5e1e42a796dd08cf329ab9","5819a121e95a3f14caf036aee87bf229c47993e4887a21475f7b48253e9323e0",c1339266f025dfe82a0ff44443a279d1a2e0dd190e91bde0c72bf69cea06af80,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:40,2020-01-09 20:09:16
L515102沙鹿稽徵所審核員,L515102,"OU=L515102,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",be423c1cbd01334a97ce01f6b25d4bb1,"207bbd18c6a3329f684c8b91ddeef7273f9c0261ba4551566dda6d3417561d54","1b60e553bed1afba1fce0de7290585e48a5da819fd2de4f0a9ef3c6940c18aa7",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:40,2020-01-09 20:09:16
L515103沙鹿稽徵所服務股(停用),L515103,"OU=L515103,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","4faa1bab70ba8b40b582ebed45be29b8","1c01c16e64d24c8d0a2132d9e5d41a6af2fbdb6a50d5b4d942db17ff610473f4","2abd706448c6dcf4eca8e019e499daccda110500b0d31ec10484c36ee4403b60",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:40,2020-01-09 20:09:16
L515104沙鹿稽徵所審查股(停用),L515104,"OU=L515104,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","2d155e68f3e2b64ba7c4d273b0547d25",d4bd783b367359a198717440dc6458ba76eec4ec714f3bb32785daf6b9b58df1,"19c56a462e30c53d9bffd300c8dd8636a01d2132c5c8451f73c4de601a03c7e0",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:40,2020-01-09 20:09:16
L515105沙鹿稽徵所徵收股(停用),L515105,"OU=L515105,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","6f4a136f53834a49a0f9e314b78c0984","5230c8b4174234c19ead16ea166277a67765bda812b75ab79d0f2c6423f35865",bad482f260a4190108ad6da7c7595790b09469f432e246c858c48bb90c4a8c3c,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:40,2020-01-09 20:09:16
L515106沙鹿稽徵所資料股(停用),L515106,"OU=L515106,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","404eff9f322fb24180d6f6d2eb0c8021","4eeab8244045ad976b91378536ed6a9aab4a384bbc5d631006be817ca5e46635","77682db99da89a870de1002777beb734eb6aafbd41cdcd56ab6fbc9e9cf1ff72",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:40,2020-01-09 20:09:16
L515107沙鹿稽徵所第一股,L515107,"OU=L515107,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",e3623349975bd247984b86f95a9268db,"970d0cf34953a3d5ebd09244ea4d527c1925be73a31104e356bbfef77ee93f73",e07acec7b53373d51424a158d5864b36d8d0d307cb52f853215b77c847ecac4d,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:41,2020-01-09 20:09:16
L515108沙鹿稽徵所第二股,L515108,"OU=L515108,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","9588ea55d2a37040a34b9f0562669539",e2796373460a3e26ee899c7622cae1e6e53cded966041b6a0328138f9d29fe40,"46b4e4ad52c87e4cbcedae46858ed23af7a5641a0c438141fd567ffbe9f4064d",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:41,2020-01-09 20:09:16
L515109沙鹿稽徵所第三股,L515109,"OU=L515109,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",aeff9169aed54741aae95d74fd870118,f1e5fb7ba871cdb69fcc27a33ae050fcc7cd4454e8396333f5d67109df05ee01,bd310f139b1f7e5404b88295dcb571e9bbe9fe66aead7222a3a8acf10aae0eec,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:41,2020-01-09 20:09:16
L515110沙鹿稽徵所第四股,L515110,"OU=L515110,OU=L51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","895faf1285f94f4f9bbe16aaecb3320c",a3eed59d343e2e08cf563ecbfbd248cac65bd1a12c64d287ad0d8299d34d0d3b,"2f525d6ee39349eac70948ed78725a3c1cfc6b0a7c322ed080ea332ef38cba11",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:41,2020-01-09 20:09:16
L52財政部臺灣省中區國稅局大屯稽徵所,L52,"OU=L52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","22c2be756431a44a9b0b134f4946f01c",fc490df7ba6519c770cf5eee33e42231abf1b4f8b7162e8a6d87693307910e0e,deef63b57280c53c3ba6be106fe78da9c5c7724e93e2e7abf8529016e1bb96d2,top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:41,2020-01-09 20:09:16
L525200大屯稽徵所,L525200,"OU=L525200,OU=L52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",ac6e65023874ea4595f129ee6c0ee350,"23a592161fe5fc02984ef62689109d10f29fae9c684958702c148b20aafd8be2","555c0b631d8ce334911eee2f84bf799b88e41b44ba081a5142407bad375a8f41",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:41,2020-01-09 20:09:16
L53財政部臺灣省中區國稅局東勢稽徵所,L53,"OU=L53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","3b373787a07d8e4eb87860a7bc50a9c6","8be7487d14c10a06644b7b1b774a1579fb69df2f5bf9693ba6691e92d1c1b4ff","95d5a1e0ca697745037dd379b9b10fde0f823f6a0d90228dc44cb96d492f89dc",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:43,2020-01-09 20:09:16
L535300東勢稽徵所,L535300,"OU=L535300,OU=L53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw","6622872915785a4da56aa1380887c3e2","10c27a7d1e3884c5c1d150112ad1d4ddf5cd020faeeb685b95c7ec1cfa3f7fe2","75ab5e9b4697ed992a5021e38494c5b29a65f394e4b900fe01041e0e35234582",top;organizationalUnit,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=entbca,DC=gov,DC=tw",external,2012-09-10 21:20:43,2020-01-09 20:09:16
