"dn","objectguid","cn","samaccountname","name","grouptype","memberof","extensionattribute10","extensionattribute11","extensionattribute12","extensionattribute13","extensionattribute14","extensionattribute15","mail_enabled","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
"CN=B011L04,OU=B011L04,OU=B011L00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011L04,B011L04,B011L04,-2147483640,"CN=B011L00,OU=B011L00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011L04主計室第四股,B011L04主計室第四股,B011L04主計室第四股,B011L04主計室第四股,B011L04主計室第四股,B011L04主計室第四股,"1","3674af4e8a51235c54fd242d3bd616166a9461e63db900341b7fb5296d0dc5ed","5e7671f4202153cb187bc70760d7084af137d9a15655a297b71bbcd20f17d831",2012-02-06 15:33:56,2023-01-13 18:46:40,external
"CN=B011K04,OU=B011K04,OU=B011K00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011K04,B011K04,B011K04,-2147483640,"CN=B011K00,OU=B011K00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011K04秘書室檔案股,B011K04秘書室檔案股,B011K04秘書室檔案股,B011K04秘書室檔案股,B011K04秘書室檔案股,B011K04秘書室檔案股,"1","8087ba519b7f0510c1812978fb3a45c56bf9a5cee01550977cabf8d369a2b9f7","81a941f2df80b76f64806383cbdbcc6d97e5f0f0d0fbe399e6268cf380e0f767",2012-02-06 15:33:51,2023-01-13 18:46:37,external
"CN=B011L00,OU=B011L00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011L00,B011L00,B011L00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011L00主計室,B011L00主計室,B011L00主計室,B011L00主計室,B011L00主計室,B011L00主計室,"1","56962434e0afd4737d166ec8e4affc96972eb0384f7628629192c1f2d4509bd8",ab0e1d57fddff80ee1ce18faad0db5cabc64cdc2adcc95abb9a29f0c4d36d25d,2012-02-06 15:33:52,2023-01-13 20:33:09,external
"CN=B011M00,OU=B011M00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011M00,B011M00,B011M00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011M00人事室,B011M00人事室,B011M00人事室,B011M00人事室,B011M00人事室,B011M00人事室,"1","8371ff62fb40d6cdd9a9187eb1d59faf41c7e5ff0e06700f07e1d07ecca81d80","9365785f0c33d0e143542bfb0afb1e75661481c18cc2998a8b062fcdee5a4866",2012-02-06 15:33:58,2023-01-13 20:33:10,external
"CN=B011P01,OU=B011P01,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011P01,B011P01,B011P01,-2147483640,"CN=B011P00,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011P01監察室(總局)(停用),B011P01監察室(總局)(停用),B011P01監察室(總局)(停用),B011P01監察室(總局)(停用),B011P01監察室(總局)(停用),B011P01監察室(總局)(停用),"1","87575e47848dfb8b4ec50ee842e8bad39440a12be939b3f440a48c36f3813470",b2944b5b1a8eddc3fd462a6bba4893d0f6048fd033cae2e927c447a44fd78bfc,2012-02-06 15:34:07,2023-01-13 18:46:47,external
"CN=B011T03,OU=B011T03,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011T03,B011T03,B011T03,-2147483640,"CN=B011T00,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011T03法務一科行政救濟一股(停用),B011T03法務一科行政救濟一股(停用),B011T03法務一科行政救濟一股(停用),B011T03法務一科行政救濟一股(停用),B011T03法務一科行政救濟一股(停用),B011T03法務一科行政救濟一股(停用),"1","17dca4da1383aeddbe92f67d3fdf356e6586936c243ef15bd8223692e5516ae4","7d0099db7983fd332276da1fa7202e9a00b1a3540d2a088f6bc0f3bc1f752276",2012-07-03 10:50:22,2023-01-13 18:47:07,external
"CN=N552D00,OU=N552D00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,N552D00,N552D00,N552D00,-2147483640,"CN=N555500,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",N552D00彰化縣分局徵收課(停用),N552D00彰化縣分局徵收課(停用),N552D00彰化縣分局徵收課(停用),N552D00彰化縣分局徵收課(停用),N552D00彰化縣分局徵收課(停用),N552D00彰化縣分局徵收課(停用),"1","61a1921b6a73ac2dbc3b15cb5cf98682cb1aa7597084d3c0fc3de7afbb28a5e3",ad1e87b1b1fa73bcba3738a9f4e7832bf18acf917773ccbbfbaf75d1f08a7a29,2013-03-08 10:05:53,2023-01-13 18:48:39,external
"CN=B011C01,OU=B011C01,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011C01,B011C01,B011C01,-2147483640,"CN=B011C00,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011C01審查一科管制股(停用),B011C01審查一科管制股(停用),B011C01審查一科管制股(停用),B011C01審查一科管制股(停用),B011C01審查一科管制股(停用),B011C01審查一科管制股(停用),"1",ce403bac4b90f72a42812bc9bcc81095bb2eb3aa84cb360ab30c93b8cf45b075,"2f92351cfb848ddaa92268037b65026a11e93abd7da6af2a750987c6d3f03f91",2012-02-06 15:32:54,2023-01-13 18:45:55,external
"CN=B011N01,OU=B011N01,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011N01,B011N01,B011N01,-2147483640,"CN=B011N00,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011N01政風室一股,B011N01政風室一股,B011N01政風室一股,B011N01政風室一股,B011N01政風室一股,B011N01政風室一股,"1","4755d30ae07dff5646d464ef2bdbc6f5f9399c5e1404ec5f699e11ec25332133","94e81475793f8bfaef108650227cef1e397f94e9ee49de6122d9cc11e012e4c3",2012-02-06 15:34:03,2023-01-13 18:46:44,external
"CN=B011N02,OU=B011N02,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011N02,B011N02,B011N02,-2147483640,"CN=B011N00,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011N02政風室二股,B011N02政風室二股,B011N02政風室二股,B011N02政風室二股,B011N02政風室二股,B011N02政風室二股,"1","2bec117f8867af2bcd194ea8ba74b448372a57bd45db48c8fea635220b5209ef","46f437ee09284350e5f422e72e6ce01d91dbf0a14184c4ca61db85937969fb26",2012-02-06 15:34:04,2023-01-13 18:46:45,external
"CN=N552L05,OU=N552L05,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,N552L05,N552L05,N552L05,-2147483640,"CN=N555500,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",N552L05彰化分局主計室,N552L05彰化分局主計室,N552L05彰化分局主計室,N552L05彰化分局主計室,N552L05彰化分局主計室,N552L05彰化分局主計室,"1",bebfa76d716b3abf7c1bbad3623654e4cae8e55073b4feee3002451bdee2225d,"54730b3d5614319434b602b12e9b1bb4080b8b1329d5f05c5bf5b19de5f1175b",2013-03-08 10:06:43,2023-01-13 18:48:33,external
"CN=B011H03,OU=B011H03,OU=B011H00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011H03,B011H03,B011H03,-2147483640,"CN=B011H00,OU=B011H00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011H03法務科行政救濟一股(停用),B011H03法務科行政救濟一股(停用),B011H03法務科行政救濟一股(停用),B011H03法務科行政救濟一股(停用),B011H03法務科行政救濟一股(停用),B011H03法務科行政救濟一股(停用),"1","74dc677a91fc543d350056afe87d816841226da41b89ef166b780e0f226cedca",e3df266123e8f05b32f44caf8867f4f385d34afe7c535714beca0081124860fb,2012-02-06 15:33:34,2023-01-13 18:46:28,external
"CN=B011J02,OU=B011J02,OU=B011J00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011J02,B011J02,B011J02,-2147483640,"CN=B011J00,OU=B011J00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011J02企劃科規劃設計股(停用),B011J02企劃科規劃設計股(停用),B011J02企劃科規劃設計股(停用),B011J02企劃科規劃設計股(停用),B011J02企劃科規劃設計股(停用),B011J02企劃科規劃設計股(停用),"1","15c52437364cc27039a7c57cf617bb34687c2df80ec76b7a801967f6ffa81580","53ef36e037a4166fe31a690793c6e48e16afd068e84bf7fcf2b96f3a969b11de",2012-02-06 15:33:45,2023-01-13 18:46:34,external
"CN=B011Q03,OU=B011Q03,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011Q03,B011Q03,B011Q03,-2147483640,"CN=B011Q00,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011Q03徵收及資訊組機作及資料股,B011Q03徵收及資訊組機作及資料股,B011Q03徵收及資訊組機作及資料股,B011Q03徵收及資訊組機作及資料股,B011Q03徵收及資訊組機作及資料股,B011Q03徵收及資訊組機作及資料股,"1","67b10d5b76f4cb2129e32ed60a86ce24331ec00a87226f7556e123136b17e59d",dc37d0be67880fcc39dd27713e357a52b8f40ff5f1a713b45d526bf9537559f9,2012-02-06 15:34:15,2023-01-13 18:46:52,external
"CN=M592A00,OU=M592A00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,M592A00,M592A00,M592A00,-2147483640,"CN=M595900,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",M592A00南投縣分局分局長室(停用),M592A00南投縣分局分局長室(停用),M592A00南投縣分局分局長室(停用),M592A00南投縣分局分局長室(停用),M592A00南投縣分局分局長室(停用),M592A00南投縣分局分局長室(停用),"1","2ff22342c684ab722a322beae13f87f9252661419dc0b2d8db4d44b704c3825c",e067a93a0df18bf63c15bbdfb9802f3adefb3054a72f56f94a538199a612155a,2013-03-08 10:22:37,2023-01-13 18:48:09,external
"CN=B011N00,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011N00,B011N00,B011N00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011N00政風室,B011N00政風室,B011N00政風室,B011N00政風室,B011N00政風室,B011N00政風室,"1",a2d5361c1a9e1f38fc26d1a5ee43f34bf0de54ced9b693e47b49a645f185c417,a0b5243292147f918b000c3dbc22f0e717dab03a667892479383320a2bbca0bb,2012-02-06 15:34:02,2023-01-13 20:33:11,external
"CN=B011P04,OU=B011P04,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011P04,B011P04,B011P04,-2147483640,"CN=B011P00,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011P04監察室(彰化股),B011P04監察室(彰化股),B011P04監察室(彰化股),B011P04監察室(彰化股),B011P04監察室(彰化股),B011P04監察室(彰化股),"1","605d4c449421a5c88011780aae46dccb66ac07e3020f3c510e80d321bef48568","74ef9a7e7ae0149e897e604e9c1c608311055e41310e4dedf8fb747f5f5794ce",2012-02-06 15:34:10,2023-01-13 18:46:48,external
"CN=B011R01,OU=B011R01,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011R01,B011R01,B011R01,-2147483640,"CN=B011R00,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011R01綜所遺贈稅組綜合所得稅股,B011R01綜所遺贈稅組綜合所得稅股,B011R01綜所遺贈稅組綜合所得稅股,B011R01綜所遺贈稅組綜合所得稅股,B011R01綜所遺贈稅組綜合所得稅股,B011R01綜所遺贈稅組綜合所得稅股,"1","8c0890cb1e52a80d6dac8a22fa13406f03f5753b4efc564eb7805477c30c509c","99488edfba621177cb04952821bc692704f699eee077d8924929763b6b055aa0",2012-02-06 15:34:20,2023-01-13 18:46:57,external
"CN=B011Q06,OU=B011Q06,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011Q06,B011Q06,B011Q06,-2147483640,"CN=B011Q00,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011Q06徵收及資訊組系統三股,B011Q06徵收及資訊組系統三股,B011Q06徵收及資訊組系統三股,B011Q06徵收及資訊組系統三股,B011Q06徵收及資訊組系統三股,B011Q06徵收及資訊組系統三股,"1",d6fc6ee92c86fcbe4da6ba3a1eb6f9de3656b95f7180442131e1af2881b531f2,"178d8de31f636cd3e46161b46e974a08244a4ed77696bfcbbbae5b8e73880238",2012-02-06 15:34:18,2023-01-13 18:46:54,external
"CN=B011R02,OU=B011R02,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011R02,B011R02,B011R02,-2147483640,"CN=B011R00,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011R02綜所遺贈稅組個案調查股,B011R02綜所遺贈稅組個案調查股,B011R02綜所遺贈稅組個案調查股,B011R02綜所遺贈稅組個案調查股,B011R02綜所遺贈稅組個案調查股,B011R02綜所遺贈稅組個案調查股,"1","2b4b7303cad8cf3192ff829e122891bfe5c197cf0e3fea5c2344dd421313de60",cebe623126d7f9677b21359a549b538533df11036992d8ee41afd2994b5d4d60,2012-02-06 15:34:21,2023-01-13 18:46:57,external
"CN=B011Q04,OU=B011Q04,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011Q04,B011Q04,B011Q04,-2147483640,"CN=B011Q00,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011Q04資訊科管制股(停用),B011Q04資訊科管制股(停用),B011Q04資訊科管制股(停用),B011Q04資訊科管制股(停用),B011Q04資訊科管制股(停用),B011Q04資訊科管制股(停用),"1","04b580bfbeacf9ec547167fe095e781ed1ecdb0986e54b3f3160db21db8b3403","35df6649225da5292b6909a9dcffae7853a79d9d0c8efaa5a6676b7f98557bff",2012-02-06 15:34:16,2023-01-13 18:46:52,external
"CN=B011Q02,OU=B011Q02,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011Q02,B011Q02,B011Q02,-2147483640,"CN=B011Q00,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011Q02徵收及資訊組系統二股,B011Q02徵收及資訊組系統二股,B011Q02徵收及資訊組系統二股,B011Q02徵收及資訊組系統二股,B011Q02徵收及資訊組系統二股,B011Q02徵收及資訊組系統二股,"1","8da3ad860fa3d6fd98d86825c6fc4f7b4164f8e9410a01accf473a2b0389c113",d6cfc891eaf4c2d13362064ed45a86b8feaebb54209ccfddc6eb1680a0f9093a,2012-02-06 15:34:14,2023-01-13 18:46:50,external
"CN=B011Q01,OU=B011Q01,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011Q01,B011Q01,B011Q01,-2147483640,"CN=B011Q00,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011Q01徵收及資訊組系統一股,B011Q01徵收及資訊組系統一股,B011Q01徵收及資訊組系統一股,B011Q01徵收及資訊組系統一股,B011Q01徵收及資訊組系統一股,B011Q01徵收及資訊組系統一股,"1","1a8234e0b411934240bbf3ab38d49605a8a98c8da94f0f606a7245ff258e29b8",fcc2e5caf08ab4e64f8ae98b5c0d226ea4f083742a7fb59fe0ef918cce0c7a23,2012-02-06 15:34:13,2023-01-13 18:46:50,external
"CN=B011P02,OU=B011P02,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011P02,B011P02,B011P02,-2147483640,"CN=B011P00,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011P02監察室(台中股),B011P02監察室(台中股),B011P02監察室(台中股),B011P02監察室(台中股),B011P02監察室(台中股),B011P02監察室(台中股),"1",c733b36afe56a0b23fae4b1e013f8398c41420d77a525adf5cc4074eb7d8497e,"839ba9c8930e4ecce0f3ac5dd70ece88b14c68191f14ab526106b8439fa2c271",2012-02-06 15:34:08,2023-01-13 18:46:47,external
"CN=B011P03,OU=B011P03,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011P03,B011P03,B011P03,-2147483640,"CN=B011P00,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011P03監察室(豐原股),B011P03監察室(豐原股),B011P03監察室(豐原股),B011P03監察室(豐原股),B011P03監察室(豐原股),B011P03監察室(豐原股),"1","345c221851a188b356a597625fd6f909980668904318a7c242c22a7a9094f15d",ca1161edb3d2f6755c5d0cad1dc57f0837f0428324147728eee6aa57fb9f8544,2012-02-06 15:34:09,2023-01-13 18:46:48,external
"CN=B474702,OU=B474702,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B474702,B474702,B474702,-2147483640,"CN=B474700,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B474702東山稽徵所審核員,B474702東山稽徵所審核員,B474702東山稽徵所審核員,B474702東山稽徵所審核員,B474702東山稽徵所審核員,B474702東山稽徵所審核員,"1","879503de9efdaafb7a6b1e2c5d67da13b2152cb93214e5d9f28ea539249a1ee7",ae518d9c251171f368db21701792f57f574b3b136fc719faba8f0b795568d2b9,2013-03-08 10:19:44,2023-01-13 18:48:59,external
"CN=B011Q00,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011Q00,B011Q00,B011Q00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011Q00徵收及資訊組,B011Q00徵收及資訊組,B011Q00徵收及資訊組,B011Q00徵收及資訊組,B011Q00徵收及資訊組,B011Q00徵收及資訊組,"1",b93f2409e086d10353b7933bb977f79a439ca3ac47fb637560f40762f40fa4e5,"85957d1f6c536e326d562c3b8cc6c6880f5ad320de81834ec7a5881d120d9852",2012-02-06 15:34:12,2023-01-13 20:33:12,external
"CN=B011S02,OU=B011S02,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011S02,B011S02,B011S02,-2147483640,"CN=B011S00,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,B011S02審查四科查核行政股,"1",d01e764bdf0452c7f3cca30aa33276bcb0ef82bb608d6b271c4d7992217a01ec,fd7155de5bf11080fd8ea33f946b0f61ad310cda960ad1721089327f41487243,2012-02-06 15:34:30,2023-01-13 18:47:04,external
"CN=B011R05,OU=B011R05,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011R05,B011R05,B011R05,-2147483640,"CN=B011R00,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011R05綜所遺贈稅組遺產及贈與稅股,B011R05綜所遺贈稅組遺產及贈與稅股,B011R05綜所遺贈稅組遺產及贈與稅股,B011R05綜所遺贈稅組遺產及贈與稅股,B011R05綜所遺贈稅組遺產及贈與稅股,B011R05綜所遺贈稅組遺產及贈與稅股,"1","444ff7b5d7b98e2120cc71c580de2633b298cd7026c0f3ed0ad38b540c26863f","16f42b217a5efa342472fc2b82ad7b9700955d70d9b94ebc5e75f3b9e9102896",2012-02-06 15:34:23,2023-01-13 18:46:59,external
"CN=B011R07,OU=B011R07,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011R07,B011R07,B011R07,-2147483640,"CN=B011R00,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011R07審查二科遺贈稅三股(停用),B011R07審查二科遺贈稅三股(停用),B011R07審查二科遺贈稅三股(停用),B011R07審查二科遺贈稅三股(停用),B011R07審查二科遺贈稅三股(停用),B011R07審查二科遺贈稅三股(停用),"1","8e95c4b30bdcfce85af024a9c527b4fd9e934328cb5ba06943024bfdf7ed9cac",eb4208c33f02195557464e9cd7f4fb0edd1be38841dd754743e1293892d3704e,2012-02-06 15:34:25,2023-01-13 18:47:00,external
"CN=B011T02,OU=B011T02,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011T02,B011T02,B011T02,-2147483640,"CN=B011T00,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011T02法務一科違章股(停用),B011T02法務一科違章股(停用),B011T02法務一科違章股(停用),B011T02法務一科違章股(停用),B011T02法務一科違章股(停用),B011T02法務一科違章股(停用),"1",efd866590ab8306eae20b626591e0d96c11f69c66ec7c92a723f5d321232ddc6,eaab312009c2501340f53c46241bcb7ee78bac1db263e47efa19abdb689704e9,2012-07-03 10:50:20,2023-01-13 18:47:06,external
"CN=B011T01,OU=B011T01,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011T01,B011T01,B011T01,-2147483640,"CN=B011T00,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011T01法務組違章審理股,B011T01法務組違章審理股,B011T01法務組違章審理股,B011T01法務組違章審理股,B011T01法務組違章審理股,B011T01法務組違章審理股,"1","15c9f5cb1207da02815829826b751183ee7ceb785c3743d34561e2db4a8275d9","4a7a172f03ca0011c4f8b07c973a22cf84f7e2b1cb5ebac71b3b3dd8f05682f6",2012-07-03 10:50:18,2023-01-13 18:47:06,external
"CN=B011R06,OU=B011R06,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011R06,B011R06,B011R06,-2147483640,"CN=B011R00,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011R06審查二科遺贈稅二股(停用),B011R06審查二科遺贈稅二股(停用),B011R06審查二科遺贈稅二股(停用),B011R06審查二科遺贈稅二股(停用),B011R06審查二科遺贈稅二股(停用),B011R06審查二科遺贈稅二股(停用),"1",bca7202a1b6e5961745bf184256f919c3a8db3fac08e9a3d2504d19b8546c43a,dd95b980a3ca3de0ec98282c3cb687cc7f6ffb26e2617f7448129e7c9315dd79,2012-02-06 15:34:24,2023-01-13 18:46:59,external
"CN=B011R08,OU=B011R08,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011R08,B011R08,B011R08,-2147483640,"CN=B011R00,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011R08審查二科執行業務查核股(停用),B011R08審查二科執行業務查核股(停用),B011R08審查二科執行業務查核股(停用),B011R08審查二科執行業務查核股(停用),B011R08審查二科執行業務查核股(停用),B011R08審查二科執行業務查核股(停用),"1",f69f6f536ee05b6448d25dbcea1ea807b7f9212f10f26ed5ea1bfd100d2a22b6,e9890ebfe990fadb722d42f06eab870e9e10d182c1a819d70eba5636cdfa7926,2012-02-06 15:34:26,2023-01-13 18:47:00,external
"CN=B011S01,OU=B011S01,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011S01,B011S01,B011S01,-2147483640,"CN=B011S00,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011S01審查四科稽徵行政股(停用),B011S01審查四科稽徵行政股(停用),B011S01審查四科稽徵行政股(停用),B011S01審查四科稽徵行政股(停用),B011S01審查四科稽徵行政股(停用),B011S01審查四科稽徵行政股(停用),"1",be9dad6f9a4f31bbdbc344873cab0709721eb32d1fd0e00e76bf80e568395f25,"8ea104ba4ae0d50158e409277704d5c6045e5253a805e4e44e73ef07a87cbb2c",2012-02-06 15:34:29,2023-06-07 11:07:26,external
"CN=B011S03,OU=B011S03,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011S03,B011S03,B011S03,-2147483640,"CN=B011S00,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011S03審查四科審核員組(停用),B011S03審查四科審核員組(停用),B011S03審查四科審核員組(停用),B011S03審查四科審核員組(停用),B011S03審查四科審核員組(停用),B011S03審查四科審核員組(停用),"1","87686202606609b4a3e674d0fcf01c66c2a3857b2dce39942faecdf6a62f170c","906aedd14d59bdc5f17ce110d69e3760f3c20a9a484726d5984eca2c41828b56",2016-05-24 14:02:37,2023-06-07 11:07:48,external
"CN=B011T00,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011T00,B011T00,B011T00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011T00法務組,B011T00法務組,B011T00法務組,B011T00法務組,B011T00法務組,B011T00法務組,"1","59231dd5bc1203ec17a53b73757012aa390bea16bbf96799d21f7c51485c84a0",a4ae7929912ec0721ac4e3ac647cf25162031ece2e456aac9f244864ad400c03,2012-07-03 10:50:16,2023-01-13 20:33:14,external
"CN=B011S00,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B011S00,B011S00,B011S00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B011S00審查四科,B011S00審查四科,B011S00審查四科,B011S00審查四科,B011S00審查四科,B011S00審查四科,"1","6ba101ae24da4d8f0189250501f29abfafa364364e6ac641e42152d1e6f194e4",beb0ced839cb5b65a94b650db9dd1f0b99ef125ba39b73d39c1b0ebb2e88e542,2012-02-06 15:34:27,2023-01-13 20:33:14,external
"CN=B01TTC0,OU=B01TTC0,OU=B01TT,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B01TTC0,B01TTC0,B01TTC0,-2147483640,"CN=B01TT,OU=B01TT,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B01TTC0中華電信,B01TTC0中華電信,B01TTC0中華電信,B01TTC0中華電信,B01TTC0中華電信,B01TTC0中華電信,"1","8c68df659484d44b368bae265c91c4f2830142033b681c5317f1551128997c9f",a726148901b7aa128eddf34b0828c9bf271c19186ddc9a8db7f4df4a81675a49,2012-07-09 12:14:54,2019-11-14 16:29:06,external
