"dn","objectguid","cn","samaccountname","name","grouptype","memberof","extensionattribute10","extensionattribute11","extensionattribute12","extensionattribute13","extensionattribute14","extensionattribute15","mail_enabled","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
"CN=BELN620,OU=BELN620,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,BELN620,BELN620,BELN620,-2147483640,"CN=BELN6,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",BELN620國有財產署北區分署,BELN620國有財產署北區分署,BELN620國有財產署北區分署,BELN620國有財產署北區分署,BELN620國有財產署北區分署,BELN620國有財產署北區分署,"0","79083dd698813ee0ce500313eb94ff0708dd37ae821520ab9ad15fc569b0ee36","36c81a29709c80c7a740a39c55f3489bce49c60b8092bfdabd49bc512514105e",2013-10-29 14:45:58,2019-11-14 16:40:15,inner
"CN=M592L00,OU=M592L00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,M592L00,M592L00,M592L00,-2147483640,"CN=M595900,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",M592L00南投縣分局會計室(停用),M592L00南投縣分局會計室(停用),M592L00南投縣分局會計室(停用),M592L00南投縣分局會計室(停用),M592L00南投縣分局會計室(停用),M592L00南投縣分局會計室(停用),"1","2d27db49f66a42fed03f49a05f35e9df3dd998545554909c9128e9528b756d64",eb6af802eb736eb5f743d1816f1f4ca8aff230d1a292a3bbb16079f3fbc3350f,2013-03-08 10:15:25,2023-01-13 18:48:21,inner
"CN=M592M03,OU=M592M03,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,M592M03,M592M03,M592M03,-2147483640,"CN=M595900,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",M592M03南投分局人事室,M592M03南投分局人事室,M592M03南投分局人事室,M592M03南投分局人事室,M592M03南投分局人事室,M592M03南投分局人事室,"1","996e0ddba328206bff45f7c9f83b0f17fe498ba111621ea9d984c3ab542e4909","9820dae191d3f8b7247d59e0b42826dbc90d0913c8ff90cfe4a850c9606b11e4",2013-03-08 10:12:44,2023-01-13 18:48:23,inner
"CN=M592M00,OU=M592M00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,M592M00,M592M00,M592M00,-2147483640,"CN=M595900,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",M592M00南投縣分局人事室(停用),M592M00南投縣分局人事室(停用),M592M00南投縣分局人事室(停用),M592M00南投縣分局人事室(停用),M592M00南投縣分局人事室(停用),M592M00南投縣分局人事室(停用),"1",b236fbc82b75770682251e095edff299a82605811010a7fb0270eaac6a397fbc,"2f5fe125738dba13347505d5ffd63aa787395ae672abb819dfdd2239d969d710",2013-03-08 10:12:15,2023-01-13 18:48:23,inner
"CN=M592N00,OU=M592N00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,M592N00,M592N00,M592N00,-2147483640,"CN=M595900,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",M592N00南投縣分局政風室(停用),M592N00南投縣分局政風室(停用),M592N00南投縣分局政風室(停用),M592N00南投縣分局政風室(停用),M592N00南投縣分局政風室(停用),M592N00南投縣分局政風室(停用),"1","2d33be0bc36303643cc912bfb881f77d5b698828d68dee2c087010bc484785fc","01ddef8d1c0881a63354fd00d118525fefe8c74eab6684cc11d603130ffbc7d4",2013-03-08 10:09:37,2023-01-13 18:48:24,inner
"CN=L502E00,OU=L502E00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,L502E00,L502E00,L502E00,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",L502E00臺中縣分局第一課,L502E00臺中縣分局第一課,L502E00臺中縣分局第一課,L502E00臺中縣分局第一課,L502E00臺中縣分局第一課,L502E00臺中縣分局第一課,"1",acff4393ae2adcc0b5add840069847e3fa16cd262e4fa85e2108204f945e8112,be010362da91786b85371dfe86ba74049d591e7df14ecd51efbea5545c65cc3c,2013-03-08 10:25:12,2019-11-14 16:34:28,inner
"CN=BELN641,OU=BELN641,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,BELN641,BELN641,BELN641,-2147483640,"CN=BELN6,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",BELN641國有財產署嘉義辦事處,BELN641國有財產署嘉義辦事處,BELN641國有財產署嘉義辦事處,BELN641國有財產署嘉義辦事處,BELN641國有財產署嘉義辦事處,BELN641國有財產署嘉義辦事處,"0",b899c4c8072b8b536894f89f07e83e263e55ed70b5dd1174b6db1646b016447c,a35159751b404cb8e739cdc852648ebf3b80e00dfe8e4d5abbba6cea39ce7fa6,2013-11-20 17:08:08,2019-11-14 16:41:44,inner
"CN=M592N04,OU=M592N04,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,M592N04,M592N04,M592N04,-2147483640,"CN=M595900,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",M592N04南投分局政風室,M592N04南投分局政風室,M592N04南投分局政風室,M592N04南投分局政風室,M592N04南投分局政風室,M592N04南投分局政風室,"1","2763c7ca98783647832e14bb3034493d19a8a8cff7155d21a62f1a9b9c09c9f6","3be7d7896990e69b31374cd95d4a8daab1340197accc3a9d719401d83f235ae5",2013-03-08 10:09:52,2023-01-13 18:48:25,inner
"CN=N552F00,OU=N552F00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N552F00,N552F00,N552F00,-2147483640,"CN=N555500,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N552F00彰化縣分局第二課(停用),N552F00彰化縣分局第二課(停用),N552F00彰化縣分局第二課(停用),N552F00彰化縣分局第二課(停用),N552F00彰化縣分局第二課(停用),N552F00彰化縣分局第二課(停用),"1","656d73a7b25dc31933c0b01667789035ecfb185058a4f48f818561ee7297d3ce",ac2d6de8ac93ccc5ca27f4e91565829ecd31743fc7870ef27b02da1f0bf05734,2013-03-08 10:22:47,2023-01-13 18:48:26,inner
"CN=N552K02,OU=N552K02,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N552K02,N552K02,N552K02,-2147483640,"CN=N555500,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N552K02彰化分局秘書室,N552K02彰化分局秘書室,N552K02彰化分局秘書室,N552K02彰化分局秘書室,N552K02彰化分局秘書室,N552K02彰化分局秘書室,"1","1b090ab8b58028ace46f5731029324e41ebca3cd838d68e772a0da9bac68cea3","4c4e81fa648f0e6657fdd1c99612ac0a12134e544fbf54b859c6fdf2781efee2",2013-03-08 10:09:27,2023-01-13 18:48:31,inner
"CN=BELN2,OU=BELN2,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,BELN2,BELN2,BELN2,-2147483640,"CN=BELROOT,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",BELN2賦稅署,BELN2賦稅署,BELN2賦稅署,BELN2賦稅署,BELN2賦稅署,BELN2賦稅署,"0",b13e4193447e8c52a7d09b6b48d05984d84dc3166c2580aceee45402a294882e,"6ff9db3e64044bad01d87f88d6e9d95e93a1cc672449106651b10fa47025f30f",2013-01-28 09:34:13,2019-11-14 16:39:44,inner
"CN=N552A01,OU=N552A01,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N552A01,N552A01,N552A01,-2147483640,"CN=N555500,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N552A01彰化分局分局長室,N552A01彰化分局分局長室,N552A01彰化分局分局長室,N552A01彰化分局分局長室,N552A01彰化分局分局長室,N552A01彰化分局分局長室,"1","70cc30e3e7ae5a50fe1c26bbd4a1a56195378b9382e549c5eab6b2c5724a7335","51ea654b42ee00c06da5c746c682f9d2251a7aa621de340bdf34e1f4f1f96fe5",2013-03-08 10:14:46,2023-01-13 18:48:36,inner
"CN=N552C00,OU=N552C00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N552C00,N552C00,N552C00,-2147483640,"CN=N555500,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N552C00彰化縣分局審查課(停用),N552C00彰化縣分局審查課(停用),N552C00彰化縣分局審查課(停用),N552C00彰化縣分局審查課(停用),N552C00彰化縣分局審查課(停用),N552C00彰化縣分局審查課(停用),"1","947ce43db4b4970b7f215664d7cebb9cb372f331edf2b9c7ed3dfde93956202d",bc004f8da845276c1064c40b33f70533ce03df3ebdca60514641165f38986767,2013-03-08 10:08:31,2023-01-13 18:48:38,inner
"CN=L502C00,OU=L502C00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,L502C00,L502C00,L502C00,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),"1",e3224e41dd91c19b64f0cf7b1edb0558a83fc89e68474bae09e1b085db9ef5d9,"2e0dca573e473e7424d108610558222e8f735694114ecb35c9274d369aa395df",2013-03-08 10:08:24,2019-11-14 16:34:27,inner
"CN=BELN340,OU=BELN340,OU=BELN3,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,BELN340,BELN340,BELN340,-2147483640,"CN=BELN3,OU=BELN3,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",BELN340高雄關,BELN340高雄關,BELN340高雄關,BELN340高雄關,BELN340高雄關,BELN340高雄關,"0","107c8a0101b3f3d8aa94a77b1187982d4a9fded587b77c4010ff070e26eabbfd",dfda156e2d6f960b1a78dc385a7ab374db5e1d5bc28e0cec693feb474a3e9b7f,2013-01-28 09:35:19,2019-11-14 16:40:13,inner
"CN=P632C00,OU=P632C00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632C00,P632C00,P632C00,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632C00雲林縣分局審查課(停用),P632C00雲林縣分局審查課(停用),P632C00雲林縣分局審查課(停用),P632C00雲林縣分局審查課(停用),P632C00雲林縣分局審查課(停用),P632C00雲林縣分局審查課(停用),"1","297f1d7dceefec24e80adc0d0f21b5027a9e01b3557311fe1d6bad3ac87f0e3a","9e00dc7201bdfe52060cbfc07cbcd767e54372c171edce5e898334c7f4baf44f",2013-03-08 10:10:33,2023-01-13 18:48:45,inner
"CN=P632D00,OU=P632D00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632D00,P632D00,P632D00,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632D00雲林縣分局徵收課(停用),P632D00雲林縣分局徵收課(停用),P632D00雲林縣分局徵收課(停用),P632D00雲林縣分局徵收課(停用),P632D00雲林縣分局徵收課(停用),P632D00雲林縣分局徵收課(停用),"1",b870fbef85f3e96404de12a8b95566431c2f769e428c57d044c5bb27e2d85931,d77e2046a73687d21b62bce79936071f5fde6cd41c57a4a8cc0e65152847d124,2013-03-08 10:07:43,2023-01-13 18:48:46,inner
"CN=P632D09,OU=P632D09,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632D09,P632D09,P632D09,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632D09雲林縣分局徵收課(停用),P632D09雲林縣分局徵收課(停用),P632D09雲林縣分局徵收課(停用),P632D09雲林縣分局徵收課(停用),P632D09雲林縣分局徵收課(停用),P632D09雲林縣分局徵收課(停用),"1","7c636a38ec37d79edd888f059221515c8b6179b81a1a291ae19e8af799ff0a93","6b69c999d337022a2c7ef38e4b1753def2a30245a177f1c787f31378923045e8",2013-03-08 10:08:07,2023-01-13 18:48:47,inner
"CN=P632E00,OU=P632E00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632E00,P632E00,P632E00,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632E00雲林縣分局第一課(停用),P632E00雲林縣分局第一課(停用),P632E00雲林縣分局第一課(停用),P632E00雲林縣分局第一課(停用),P632E00雲林縣分局第一課(停用),P632E00雲林縣分局第一課(停用),"1","69a58b64b2d65457b53e7618b035ac08bc20b889c6d2a95c17d214986ee5f33c","60bf7fb34acf84af2444498502a5c696f79d2e33125676afebecb78eaa811bdb",2013-03-08 10:04:33,2023-01-13 18:48:47,inner
"CN=P632E10,OU=P632E10,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632E10,P632E10,P632E10,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632E10雲林分局營所遺贈稅課,P632E10雲林分局營所遺贈稅課,P632E10雲林分局營所遺贈稅課,P632E10雲林分局營所遺贈稅課,P632E10雲林分局營所遺贈稅課,P632E10雲林分局營所遺贈稅課,"1","058405b99dad342eedf7f73afd2b83aa7a4c1472d5deb169c14477c55659df25","294e9e0509acc59d103dba8306493295787f83e255ea344afe4715812dc2510e",2013-03-08 10:05:42,2023-01-13 18:48:48,inner
"CN=P632F11,OU=P632F11,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632F11,P632F11,P632F11,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632F11雲林分局綜所稅課,P632F11雲林分局綜所稅課,P632F11雲林分局綜所稅課,P632F11雲林分局綜所稅課,P632F11雲林分局綜所稅課,P632F11雲林分局綜所稅課,"1",ff3cd6677fecd52d3901a4bdc153cb03ee837364d8c43ba10ab7e204082735dd,da3148ae5158a8fb4d323aec41be3609f51a9bf3dc5680a8c2b3e0791eab18eb,2013-03-08 10:03:17,2023-01-13 18:48:49,inner
"CN=P632F00,OU=P632F00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632F00,P632F00,P632F00,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632F00雲林縣分局第二課(停用),P632F00雲林縣分局第二課(停用),P632F00雲林縣分局第二課(停用),P632F00雲林縣分局第二課(停用),P632F00雲林縣分局第二課(停用),P632F00雲林縣分局第二課(停用),"1","3d5430bce60cc0a5d0345a97b7371bb6ed4111e8f69c4a6a9ee3ecf64fc1533f","50733c4f2d09de6491ee74311c4402b0814832b1d7939c8fe21cca5dc03cf481",2013-03-08 10:24:23,2023-01-13 18:48:49,inner
"CN=P632G08,OU=P632G08,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632G08,P632G08,P632G08,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632G08雲林縣分局資料課(停用),P632G08雲林縣分局資料課(停用),P632G08雲林縣分局資料課(停用),P632G08雲林縣分局資料課(停用),P632G08雲林縣分局資料課(停用),P632G08雲林縣分局資料課(停用),"1",e9928b146df70a82f906ea6eb4182e77206166163f8a67159e9dc7d07c55bda4,"9053a350ac8bc088f9a9af8cb46a31150250022b4bae008ac662bee57d75466a",2013-03-08 10:21:56,2023-01-13 18:48:50,inner
"CN=P632G00,OU=P632G00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632G00,P632G00,P632G00,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632G00雲林縣分局資料課(停用),P632G00雲林縣分局資料課(停用),P632G00雲林縣分局資料課(停用),P632G00雲林縣分局資料課(停用),P632G00雲林縣分局資料課(停用),P632G00雲林縣分局資料課(停用),"1","57a7a7809323680a1151b835a264de240267ddc2e4b4e837deff67f95f85d4f2","51def937f1b2b213ea67ffbfc922eef4a7279d763b49a9dfee629bb9c6c8e833",2013-03-08 10:21:46,2023-01-13 18:48:50,inner
"CN=BELN644,OU=BELN644,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,BELN644,BELN644,BELN644,-2147483640,"CN=BELN6,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",BELN644國有財產署澎湖辦事處,BELN644國有財產署澎湖辦事處,BELN644國有財產署澎湖辦事處,BELN644國有財產署澎湖辦事處,BELN644國有財產署澎湖辦事處,BELN644國有財產署澎湖辦事處,"0","6907965153209dbeb6981c8dc94bc443db8f39a792ae8e3c4fdb5be03652de61",b58a9dc0d8e709ffd10388153ff602b783e02acc70f390a1e276f8f5129caf2a,2013-11-20 17:08:59,2019-11-14 16:41:59,inner
"CN=BELN701,OU=BELN701,OU=BELN7,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,BELN701,BELN701,BELN701,-2147483640,"CN=BELN7,OU=BELN7,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",BELN701國庫署庫務管理組,BELN701國庫署庫務管理組,BELN701國庫署庫務管理組,BELN701國庫署庫務管理組,BELN701國庫署庫務管理組,BELN701國庫署庫務管理組,"0","62064ae8416863aff7f425803422bc853dcd2dbec0c2c2368eb4dc994dd5f0ac","7829a65db00821f3ac24c512361d726deb5fe7db2d15f8c51cf10ca7d9739458",2014-07-30 15:58:36,2019-11-14 16:42:05,inner
"CN=P632K02,OU=P632K02,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632K02,P632K02,P632K02,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632K02雲林分局秘書室,P632K02雲林分局秘書室,P632K02雲林分局秘書室,P632K02雲林分局秘書室,P632K02雲林分局秘書室,P632K02雲林分局秘書室,"1","8149ed05426e95ca3576d3afc863725c7082585edc0bc9bdc600487a6623f0f4",ebc8838941226d0d81355231a068fd1819477543fdcb510fdbb8d360ee47ad0b,2013-03-08 10:11:12,2023-01-13 18:48:54,inner
"CN=P632L00,OU=P632L00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632L00,P632L00,P632L00,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632L00雲林縣分局會計室(停用),P632L00雲林縣分局會計室(停用),P632L00雲林縣分局會計室(停用),P632L00雲林縣分局會計室(停用),P632L00雲林縣分局會計室(停用),P632L00雲林縣分局會計室(停用),"1",adadc62790188d14ab174ea5d84c2baea8810b13cbe9a5c52f80f2d0cc85c3b0,"5372b78665b91755ca4cce1d19d5250d673c15d09eeffa1a0e3b692a7905d5ae",2013-03-08 10:08:04,2023-01-13 18:48:55,inner
"CN=P632M00,OU=P632M00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632M00,P632M00,P632M00,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632M00雲林縣分局人事室(停用),P632M00雲林縣分局人事室(停用),P632M00雲林縣分局人事室(停用),P632M00雲林縣分局人事室(停用),P632M00雲林縣分局人事室(停用),P632M00雲林縣分局人事室(停用),"1","162d7227d06b58d8e3444f4b64b0336acc98091a5392d4c35fb726135cda2636","990785952e8515aaaba2227b2ce4ebc5ef35d0b9614d4bc8286d9cc2364b7be8",2013-03-08 10:05:05,2023-01-13 18:48:56,inner
"CN=P632M03,OU=P632M03,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P632M03,P632M03,P632M03,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P632M03雲林分局人事室,P632M03雲林分局人事室,P632M03雲林分局人事室,P632M03雲林分局人事室,P632M03雲林分局人事室,P632M03雲林分局人事室,"1","59b236903d76e41414a5e6495da8bf58e4548b2e6f82f70120603deef042dc39","14cc824495c2917d33b163c52591a27f8a8df147f2647f8509c04e6bfb0da887",2013-03-08 10:05:11,2023-01-13 18:48:56,inner
"CN=L502E10,OU=L502E10,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,L502E10,L502E10,L502E10,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,"1","67c88c68f4ad1a5caa5eb72e36b8f48cfd05f1bcf8382e03c82f9ba43442c1d1","00747042be37b3e5740c78d6da9c1f7a8f3147f7c26ab56513d1cb87eaf81a75",2013-03-08 10:04:19,2019-11-14 16:34:28,inner
"CN=B474703,OU=B474703,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B474703,B474703,B474703,-2147483640,"CN=B474700,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B474703東山稽徵所服務股(停用),B474703東山稽徵所服務股(停用),B474703東山稽徵所服務股(停用),B474703東山稽徵所服務股(停用),B474703東山稽徵所服務股(停用),B474703東山稽徵所服務股(停用),"1",e478de4ec34d39675a840983a86914b1c2828e6f7e99fead9743b686e0062f76,aba70ade2e058840cfd97379837ee1ded741d9478285a21a2f6eac7edd29e92f,2013-03-08 10:19:52,2023-01-13 18:49:00,inner
"CN=B474705,OU=B474705,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B474705,B474705,B474705,-2147483640,"CN=B474700,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B474705東山稽徵所徵收股(停用),B474705東山稽徵所徵收股(停用),B474705東山稽徵所徵收股(停用),B474705東山稽徵所徵收股(停用),B474705東山稽徵所徵收股(停用),B474705東山稽徵所徵收股(停用),"1","4202abd621ebe83f9c0768fba0e20c83d46586638a355a3c72753e30af4cc111","636ac125a2b6b9cc567baf587b9a86b9ed386997d88347fe49cb2dbda3b41ce3",2013-03-08 10:19:59,2023-01-13 18:49:01,inner
"CN=L502D00,OU=L502D00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,L502D00,L502D00,L502D00,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",L502D00臺中縣分局徵收課(停用),L502D00臺中縣分局徵收課(停用),L502D00臺中縣分局徵收課(停用),L502D00臺中縣分局徵收課(停用),L502D00臺中縣分局徵收課(停用),L502D00臺中縣分局徵收課(停用),"1","00fa8aecce6b7b99a68a38f79829e677e9c546b5bb405548a518bb5aecf8d67d","61db081f4d703470a3a85303a9138387fa10763a60ca1b129c9791bd5bd1a841",2013-03-08 10:05:25,2019-11-14 16:34:28,inner
"CN=B011D04,OU=B011D04,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B011D04,B011D04,B011D04,-2147483640,"CN=B011D00,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B011D04徵收科執行股(停用),B011D04徵收科執行股(停用),B011D04徵收科執行股(停用),B011D04徵收科執行股(停用),B011D04徵收科執行股(停用),B011D04徵收科執行股(停用),"1",c2f6b69d54233e93a9defee2c11d1f2e4019262b525abecb091bde589c729b88,bf1101b24fe50f6e29cff9eabaf9404210bfd7b59e487001a4104a76fd75a1e8,2012-02-06 15:33:09,2023-01-13 18:46:06,inner
"CN=B011E01,OU=B011E01,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B011E01,B011E01,B011E01,-2147483640,"CN=B011E00,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B011E01銷售稅組特種消費稅股,B011E01銷售稅組特種消費稅股,B011E01銷售稅組特種消費稅股,B011E01銷售稅組特種消費稅股,B011E01銷售稅組特種消費稅股,B011E01銷售稅組特種消費稅股,"1",c804e9a30e0cc0a5f2cf501556eb93085f098da6dc74361af8f91c13c180823e,b4df228afca5aac1d0cf8df1e7dda8762744bc7bad9c7998df106c7a353ecd67,2012-02-06 15:33:14,2023-01-13 18:46:08,inner
"CN=B484810,OU=B484810,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B484810,B484810,B484810,-2147483640,"CN=B484800,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B484810民權稽徵所服務管理股,B484810民權稽徵所服務管理股,B484810民權稽徵所服務管理股,B484810民權稽徵所服務管理股,B484810民權稽徵所服務管理股,B484810民權稽徵所服務管理股,"1","784cff412ebcc4af65f9961f5733b98dc00e26c3d946f17b8ea60152bb7adb56",cdd78e95bbf129a1631867c4a23954e379f832cfe40c24198355a192e1066007,2013-03-08 10:14:08,2023-01-13 18:49:11,inner
"CN=B515101,OU=B515101,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B515101,B515101,B515101,-2147483640,"CN=B515100,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B515101沙鹿稽徵所主任室,B515101沙鹿稽徵所主任室,B515101沙鹿稽徵所主任室,B515101沙鹿稽徵所主任室,B515101沙鹿稽徵所主任室,B515101沙鹿稽徵所主任室,"1","520567c7b92eda406c6d5786ab235ffe0338f7fc7e9dc7e9d1e7eb3c87affc41",b5164c08558f5fa7883e09cf98d4a08c4a69eb42ec9949ba4053033153d6faaf,2013-03-08 10:14:32,2023-01-13 18:49:12,inner
